sample_id,source_mode,symbol,direction_guess,direction_confidence,window_start,window_end,anchor_timestamp,anchor_timeframe,anchor_date,month,session,candidate_source_type,entry_level_source,entry_level_confidence,entry_level_price,entry_level_is_heuristic,volatility_bucket,chart_path,html_path,execution_data_status,m1_candles_count,m5_candles_count,m15_candles_count,h1_candles_count,m1_count,m5_count,m15_count,h1_count,execution_window_start,execution_window_end,candidate_reason_codes,limitations,reviewer_should_skip_due_to_missing_ltf_data_manual,htf_liquidity_class_manual,ltf_liquidity_class_manual,multi_tf_alignment_manual,liquidity_taken_manual,liquidity_depth_quality_manual,shallow_liquidity_trap_manual,target_liquidity_available_manual,reaction_zone_present_manual,reaction_zone_type_manual,reaction_zone_age_quality_manual,fvg_valid_manual,ifvg_valid_manual,volume_crack_present_manual,volume_profile_clean_manual,number_theory_confluence_manual,adelin_v2_label_manual,would_trade_manual,no_trade_reason_manual,setup_quality_score_manual,reversal_or_continuation_manual,rare_ifvg_continuation_candidate_manual,expected_sl_pips_manual,sl_acceptable_manual,be_after_reaction_manual,early_close_candidate_manual,accumulation_after_entry_manual,m1_engulfing_against_manual,runner_target_manual,partial_management_manual,expected_target_area_manual,actual_reaction_quality_manual,actual_followthrough_quality_manual,reviewer_confidence_manual,reviewer_notes
sample_221,CANDIDATE_WINDOW_MODE,XAUUSD,LONG,MEDIUM,2026-02-17T13:45:00+00:00,2026-02-17T18:15:00+00:00,2026-02-17T15:15:00+00:00,M15,2026-02-17,2026-02,NEW_YORK,ROUND_LEVEL,ROUND_LEVEL,HIGH,4920.0,True,HIGH_VOLATILITY,charts/sample_221.svg,examples/sample_221.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-02-17T13:45:00+00:00,2026-02-17T18:15:00+00:00,NUMBER_THEORY_LEVEL_NEAR|LARGE_LOWER_WICK_REVERSAL_VISUAL_CANDIDATE|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_222,CANDIDATE_WINDOW_MODE,XAUUSD,SHORT,MEDIUM,2026-02-18T04:00:00+00:00,2026-02-18T08:30:00+00:00,2026-02-18T05:30:00+00:00,M15,2026-02-18,2026-02,ASIA,SWEEP_EXTREME,SWEEP_EXTREME,MEDIUM,4919.97,True,HIGH_VOLATILITY,charts/sample_222.svg,examples/sample_222.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-02-18T04:00:00+00:00,2026-02-18T08:30:00+00:00,M15_SWING_HIGH_SWEEP_VISUAL_CANDIDATE|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_223,CANDIDATE_WINDOW_MODE,XAUUSD,LONG,MEDIUM,2026-03-16T13:15:00+00:00,2026-03-16T17:45:00+00:00,2026-03-16T14:45:00+00:00,M15,2026-03-16,2026-03,NEW_YORK_OPEN,ROUND_LEVEL,ROUND_LEVEL,HIGH,5020.0,True,MID_VOLATILITY,charts/sample_223.svg,examples/sample_223.html,REVIEWABLE_M1_M5,271,55,19,4,271,55,19,4,2026-03-16T13:15:00+00:00,2026-03-16T17:45:00+00:00,NUMBER_THEORY_LEVEL_NEAR|LARGE_LOWER_WICK_REVERSAL_VISUAL_CANDIDATE|NEW_YORK_OPEN_CONTEXT|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_224,CANDIDATE_WINDOW_MODE,XAUUSD,SHORT,MEDIUM,2026-03-16T19:30:00+00:00,2026-03-17T00:00:00+00:00,2026-03-16T21:00:00+00:00,M15,2026-03-16,2026-03,OTHER,SWEEP_EXTREME,SWEEP_EXTREME,LOW,5017.91,True,MID_VOLATILITY,charts/sample_224.svg,examples/sample_224.html,REVIEWABLE_M1_M5,211,43,15,4,211,43,15,4,2026-03-16T19:30:00+00:00,2026-03-17T00:00:00+00:00,LARGE_UPPER_WICK_REVERSAL_VISUAL_CANDIDATE|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_225,CANDIDATE_WINDOW_MODE,XAUUSD,UNKNOWN,UNKNOWN,2026-04-15T09:00:00+00:00,2026-04-15T13:30:00+00:00,2026-04-15T10:30:00+00:00,M15,2026-04-15,2026-04,LONDON,ROUND_LEVEL,ROUND_LEVEL,HIGH,4810.0,True,MID_VOLATILITY,charts/sample_225.svg,examples/sample_225.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-04-15T09:00:00+00:00,2026-04-15T13:30:00+00:00,NUMBER_THEORY_LEVEL_NEAR|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_226,CANDIDATE_WINDOW_MODE,XAUUSD,SHORT,MEDIUM,2026-04-15T13:30:00+00:00,2026-04-15T18:00:00+00:00,2026-04-15T15:00:00+00:00,M15,2026-04-15,2026-04,NEW_YORK,SWEEP_EXTREME,SWEEP_EXTREME,LOW,4814.98,True,MID_VOLATILITY,charts/sample_226.svg,examples/sample_226.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-04-15T13:30:00+00:00,2026-04-15T18:00:00+00:00,LARGE_LOWER_WICK_REVERSAL_VISUAL_CANDIDATE|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_227,CANDIDATE_WINDOW_MODE,XAUUSD,UNKNOWN,UNKNOWN,2026-05-15T08:15:00+00:00,2026-05-15T12:45:00+00:00,2026-05-15T09:45:00+00:00,M15,2026-05-15,2026-05,LONDON,ROUND_LEVEL,ROUND_LEVEL,HIGH,4570.0,True,HIGH_VOLATILITY,charts/sample_227.svg,examples/sample_227.html,REVIEWABLE_M1_M5,271,55,19,4,271,55,19,4,2026-05-15T08:15:00+00:00,2026-05-15T12:45:00+00:00,NUMBER_THEORY_LEVEL_NEAR|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_228,CANDIDATE_WINDOW_MODE,XAUUSD,SHORT,MEDIUM,2026-05-15T12:15:00+00:00,2026-05-15T16:45:00+00:00,2026-05-15T13:45:00+00:00,M15,2026-05-15,2026-05,NEW_YORK_OPEN,SWEEP_EXTREME,SWEEP_EXTREME,LOW,4563.3,True,HIGH_VOLATILITY,charts/sample_228.svg,examples/sample_228.html,REVIEWABLE_M1_M5,271,55,19,4,271,55,19,4,2026-05-15T12:15:00+00:00,2026-05-15T16:45:00+00:00,NEW_YORK_OPEN_CONTEXT|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_229,CANDIDATE_WINDOW_MODE,XAUUSD,UNKNOWN,UNKNOWN,2026-02-17T18:00:00+00:00,2026-02-17T22:30:00+00:00,2026-02-17T19:30:00+00:00,M15,2026-02-17,2026-02,OTHER,ROUND_LEVEL,ROUND_LEVEL,HIGH,4860.0,True,HIGH_VOLATILITY,charts/sample_229.svg,examples/sample_229.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-02-17T18:00:00+00:00,2026-02-17T22:30:00+00:00,NUMBER_THEORY_LEVEL_NEAR|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_230,CANDIDATE_WINDOW_MODE,XAUUSD,LONG,MEDIUM,2026-02-18T09:30:00+00:00,2026-02-18T14:00:00+00:00,2026-02-18T11:00:00+00:00,M15,2026-02-18,2026-02,LONDON,SWEEP_EXTREME,SWEEP_EXTREME,LOW,4918.25,True,HIGH_VOLATILITY,charts/sample_230.svg,examples/sample_230.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-02-18T09:30:00+00:00,2026-02-18T14:00:00+00:00,M15_SWING_LOW_SWEEP_VISUAL_CANDIDATE|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_231,CANDIDATE_WINDOW_MODE,XAUUSD,LONG,MEDIUM,2026-03-17T01:30:00+00:00,2026-03-17T06:00:00+00:00,2026-03-17T03:00:00+00:00,M15,2026-03-17,2026-03,ASIA,ROUND_LEVEL,ROUND_LEVEL,HIGH,5010.0,True,MID_VOLATILITY,charts/sample_231.svg,examples/sample_231.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-03-17T01:30:00+00:00,2026-03-17T06:00:00+00:00,M15_SWING_LOW_SWEEP_VISUAL_CANDIDATE|NUMBER_THEORY_LEVEL_NEAR|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_232,CANDIDATE_WINDOW_MODE,XAUUSD,SHORT,MEDIUM,2026-03-17T05:30:00+00:00,2026-03-17T10:00:00+00:00,2026-03-17T07:00:00+00:00,M15,2026-03-17,2026-03,LONDON,SWEEP_EXTREME,SWEEP_EXTREME,LOW,5041.92,True,MID_VOLATILITY,charts/sample_232.svg,examples/sample_232.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-03-17T05:30:00+00:00,2026-03-17T10:00:00+00:00,LARGE_LOWER_WICK_REVERSAL_VISUAL_CANDIDATE|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_233,CANDIDATE_WINDOW_MODE,XAUUSD,UNKNOWN,UNKNOWN,2026-04-16T04:15:00+00:00,2026-04-16T08:45:00+00:00,2026-04-16T05:45:00+00:00,M15,2026-04-16,2026-04,LONDON,ROUND_LEVEL,ROUND_LEVEL,HIGH,4820.0,True,MID_VOLATILITY,charts/sample_233.svg,examples/sample_233.html,REVIEWABLE_M1_M5,271,55,19,4,271,55,19,4,2026-04-16T04:15:00+00:00,2026-04-16T08:45:00+00:00,NUMBER_THEORY_LEVEL_NEAR|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_234,CANDIDATE_WINDOW_MODE,XAUUSD,LONG,MEDIUM,2026-04-15T18:45:00+00:00,2026-04-15T23:15:00+00:00,2026-04-15T20:15:00+00:00,M15,2026-04-15,2026-04,OTHER,SWEEP_EXTREME,SWEEP_EXTREME,LOW,4799.6,True,MID_VOLATILITY,charts/sample_234.svg,examples/sample_234.html,REVIEWABLE_M1_M5,255,51,17,4,255,51,17,4,2026-04-15T18:45:00+00:00,2026-04-15T23:15:00+00:00,LARGE_UPPER_WICK_REVERSAL_VISUAL_CANDIDATE|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_235,CANDIDATE_WINDOW_MODE,XAUUSD,LONG,MEDIUM,2026-05-15T17:15:00+00:00,2026-05-15T21:45:00+00:00,2026-05-15T18:45:00+00:00,M15,2026-05-15,2026-05,OTHER,ROUND_LEVEL,ROUND_LEVEL,HIGH,4540.0,True,HIGH_VOLATILITY,charts/sample_235.svg,examples/sample_235.html,REVIEWABLE_M1_M5,271,55,19,4,271,55,19,4,2026-05-15T17:15:00+00:00,2026-05-15T21:45:00+00:00,NUMBER_THEORY_LEVEL_NEAR|LARGE_LOWER_WICK_REVERSAL_VISUAL_CANDIDATE|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_236,CANDIDATE_WINDOW_MODE,XAUUSD,LONG,HIGH,2026-05-18T05:15:00+00:00,2026-05-18T09:45:00+00:00,2026-05-18T06:45:00+00:00,M15,2026-05-18,2026-05,LONDON_OPEN,SWEEP_EXTREME,SWEEP_EXTREME,LOW,4525.21,True,HIGH_VOLATILITY,charts/sample_236.svg,examples/sample_236.html,REVIEWABLE_M1_M5,271,55,19,4,271,55,19,4,2026-05-18T05:15:00+00:00,2026-05-18T09:45:00+00:00,LONDON_OPEN_CONTEXT|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_237,CANDIDATE_WINDOW_MODE,XAUUSD,UNKNOWN,UNKNOWN,2026-02-18T16:00:00+00:00,2026-02-18T20:30:00+00:00,2026-02-18T17:30:00+00:00,M15,2026-02-18,2026-02,OTHER,ROUND_LEVEL,ROUND_LEVEL,HIGH,5000.0,True,HIGH_VOLATILITY,charts/sample_237.svg,examples/sample_237.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-02-18T16:00:00+00:00,2026-02-18T20:30:00+00:00,NUMBER_THEORY_LEVEL_NEAR|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_238,CANDIDATE_WINDOW_MODE,XAUUSD,SHORT,MEDIUM,2026-02-19T07:30:00+00:00,2026-02-19T12:00:00+00:00,2026-02-19T09:00:00+00:00,M15,2026-02-19,2026-02,LONDON,SWEEP_EXTREME,SWEEP_EXTREME,LOW,5019.99,True,MID_VOLATILITY,charts/sample_238.svg,examples/sample_238.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-02-19T07:30:00+00:00,2026-02-19T12:00:00+00:00,M15_SWING_HIGH_SWEEP_VISUAL_CANDIDATE|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_239,CANDIDATE_WINDOW_MODE,XAUUSD,SHORT,MEDIUM,2026-03-17T11:15:00+00:00,2026-03-17T15:45:00+00:00,2026-03-17T12:45:00+00:00,M15,2026-03-17,2026-03,NEW_YORK,ROUND_LEVEL,ROUND_LEVEL,HIGH,5000.0,True,MID_VOLATILITY,charts/sample_239.svg,examples/sample_239.html,REVIEWABLE_M1_M5,271,55,19,4,271,55,19,4,2026-03-17T11:15:00+00:00,2026-03-17T15:45:00+00:00,NUMBER_THEORY_LEVEL_NEAR|LARGE_UPPER_WICK_REVERSAL_VISUAL_CANDIDATE|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_240,CANDIDATE_WINDOW_MODE,XAUUSD,LONG,HIGH,2026-03-17T15:30:00+00:00,2026-03-17T20:00:00+00:00,2026-03-17T17:00:00+00:00,M15,2026-03-17,2026-03,OTHER,SWEEP_EXTREME,SWEEP_EXTREME,LOW,5002.85,True,MID_VOLATILITY,charts/sample_240.svg,examples/sample_240.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-03-17T15:30:00+00:00,2026-03-17T20:00:00+00:00,LARGE_UPPER_WICK_REVERSAL_VISUAL_CANDIDATE|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_241,CANDIDATE_WINDOW_MODE,XAUUSD,UNKNOWN,UNKNOWN,2026-04-16T18:00:00+00:00,2026-04-16T22:30:00+00:00,2026-04-16T19:30:00+00:00,M15,2026-04-16,2026-04,OTHER,ROUND_LEVEL,ROUND_LEVEL,HIGH,4790.0,True,MID_VOLATILITY,charts/sample_241.svg,examples/sample_241.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-04-16T18:00:00+00:00,2026-04-16T22:30:00+00:00,NUMBER_THEORY_LEVEL_NEAR|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_242,CANDIDATE_WINDOW_MODE,XAUUSD,LONG,MEDIUM,2026-04-16T08:15:00+00:00,2026-04-16T12:45:00+00:00,2026-04-16T09:45:00+00:00,M15,2026-04-16,2026-04,LONDON,SWEEP_EXTREME,SWEEP_EXTREME,LOW,4814.5,True,MID_VOLATILITY,charts/sample_242.svg,examples/sample_242.html,REVIEWABLE_M1_M5,271,55,19,4,271,55,19,4,2026-04-16T08:15:00+00:00,2026-04-16T12:45:00+00:00,LARGE_UPPER_WICK_REVERSAL_VISUAL_CANDIDATE|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_243,CANDIDATE_WINDOW_MODE,XAUUSD,SHORT,MEDIUM,2026-05-18T10:15:00+00:00,2026-05-18T14:45:00+00:00,2026-05-18T11:45:00+00:00,M15,2026-05-18,2026-05,NEW_YORK,ROUND_LEVEL,ROUND_LEVEL,HIGH,4550.0,True,HIGH_VOLATILITY,charts/sample_243.svg,examples/sample_243.html,REVIEWABLE_M1_M5,271,55,19,4,271,55,19,4,2026-05-18T10:15:00+00:00,2026-05-18T14:45:00+00:00,NUMBER_THEORY_LEVEL_NEAR|LARGE_UPPER_WICK_REVERSAL_VISUAL_CANDIDATE|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_244,CANDIDATE_WINDOW_MODE,XAUUSD,LONG,HIGH,2026-05-18T14:15:00+00:00,2026-05-18T18:45:00+00:00,2026-05-18T15:45:00+00:00,M15,2026-05-18,2026-05,NEW_YORK,SWEEP_EXTREME,SWEEP_EXTREME,LOW,4545.3,True,HIGH_VOLATILITY,charts/sample_244.svg,examples/sample_244.html,REVIEWABLE_M1_M5,271,55,19,4,271,55,19,4,2026-05-18T14:15:00+00:00,2026-05-18T18:45:00+00:00,LARGE_LOWER_WICK_REVERSAL_VISUAL_CANDIDATE|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_245,CANDIDATE_WINDOW_MODE,XAUUSD,UNKNOWN,UNKNOWN,2026-02-19T03:30:00+00:00,2026-02-19T08:00:00+00:00,2026-02-19T05:00:00+00:00,M15,2026-02-19,2026-02,ASIA,ROUND_LEVEL,ROUND_LEVEL,HIGH,4970.0,True,MID_VOLATILITY,charts/sample_245.svg,examples/sample_245.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-02-19T03:30:00+00:00,2026-02-19T08:00:00+00:00,NUMBER_THEORY_LEVEL_NEAR|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_246,CANDIDATE_WINDOW_MODE,XAUUSD,SHORT,HIGH,2026-02-19T11:45:00+00:00,2026-02-19T16:15:00+00:00,2026-02-19T13:15:00+00:00,M15,2026-02-19,2026-02,NEW_YORK,SWEEP_EXTREME,SWEEP_EXTREME,MEDIUM,4996.42,True,MID_VOLATILITY,charts/sample_246.svg,examples/sample_246.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-02-19T11:45:00+00:00,2026-02-19T16:15:00+00:00,M15_SWING_LOW_SWEEP_VISUAL_CANDIDATE|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_247,CANDIDATE_WINDOW_MODE,XAUUSD,UNKNOWN,UNKNOWN,2026-03-18T02:30:00+00:00,2026-03-18T07:00:00+00:00,2026-03-18T04:00:00+00:00,M15,2026-03-18,2026-03,ASIA,ROUND_LEVEL,ROUND_LEVEL,HIGH,5000.0,True,HIGH_VOLATILITY,charts/sample_247.svg,examples/sample_247.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-03-18T02:30:00+00:00,2026-03-18T07:00:00+00:00,NUMBER_THEORY_LEVEL_NEAR|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_248,CANDIDATE_WINDOW_MODE,XAUUSD,SHORT,MEDIUM,2026-03-18T06:30:00+00:00,2026-03-18T11:00:00+00:00,2026-03-18T08:00:00+00:00,M15,2026-03-18,2026-03,LONDON_OPEN,SWEEP_EXTREME,SWEEP_EXTREME,LOW,5002.63,True,HIGH_VOLATILITY,charts/sample_248.svg,examples/sample_248.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-03-18T06:30:00+00:00,2026-03-18T11:00:00+00:00,LONDON_OPEN_CONTEXT|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_249,CANDIDATE_WINDOW_MODE,XAUUSD,UNKNOWN,UNKNOWN,2026-04-17T01:30:00+00:00,2026-04-17T06:00:00+00:00,2026-04-17T03:00:00+00:00,M15,2026-04-17,2026-04,ASIA,ROUND_LEVEL,ROUND_LEVEL,HIGH,4790.0,True,HIGH_VOLATILITY,charts/sample_249.svg,examples/sample_249.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-04-17T01:30:00+00:00,2026-04-17T06:00:00+00:00,NUMBER_THEORY_LEVEL_NEAR|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_250,CANDIDATE_WINDOW_MODE,XAUUSD,LONG,MEDIUM,2026-04-16T12:15:00+00:00,2026-04-16T16:45:00+00:00,2026-04-16T13:45:00+00:00,M15,2026-04-16,2026-04,NEW_YORK_OPEN,SWEEP_EXTREME,SWEEP_EXTREME,LOW,4805.02,True,MID_VOLATILITY,charts/sample_250.svg,examples/sample_250.html,REVIEWABLE_M1_M5,271,55,19,4,271,55,19,4,2026-04-16T12:15:00+00:00,2026-04-16T16:45:00+00:00,NEW_YORK_OPEN_CONTEXT|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_251,CANDIDATE_WINDOW_MODE,XAUUSD,UNKNOWN,UNKNOWN,2026-05-18T18:15:00+00:00,2026-05-18T22:45:00+00:00,2026-05-18T19:45:00+00:00,M15,2026-05-18,2026-05,OTHER,ROUND_LEVEL,ROUND_LEVEL,HIGH,4550.0,True,HIGH_VOLATILITY,charts/sample_251.svg,examples/sample_251.html,REVIEWABLE_M1_M5,271,55,19,4,271,55,19,4,2026-05-18T18:15:00+00:00,2026-05-18T22:45:00+00:00,NUMBER_THEORY_LEVEL_NEAR|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_252,CANDIDATE_WINDOW_MODE,XAUUSD,SHORT,MEDIUM,2026-05-18T23:45:00+00:00,2026-05-19T04:15:00+00:00,2026-05-19T01:15:00+00:00,M15,2026-05-19,2026-05,ASIA,SWEEP_EXTREME,SWEEP_EXTREME,LOW,4573.26,True,LOW_VOLATILITY,charts/sample_252.svg,examples/sample_252.html,REVIEWABLE_M1_M5,196,40,14,4,196,40,14,4,2026-05-18T23:45:00+00:00,2026-05-19T04:15:00+00:00,M15_SWING_HIGH_SWEEP_VISUAL_CANDIDATE|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_253,CANDIDATE_WINDOW_MODE,XAUUSD,UNKNOWN,UNKNOWN,2026-02-20T05:15:00+00:00,2026-02-20T09:45:00+00:00,2026-02-20T06:45:00+00:00,M15,2026-02-20,2026-02,LONDON,ROUND_LEVEL,ROUND_LEVEL,HIGH,5000.0,True,HIGH_VOLATILITY,charts/sample_253.svg,examples/sample_253.html,REVIEWABLE_M1_M5,271,55,19,4,271,55,19,4,2026-02-20T05:15:00+00:00,2026-02-20T09:45:00+00:00,NUMBER_THEORY_LEVEL_NEAR|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_254,CANDIDATE_WINDOW_MODE,XAUUSD,SHORT,HIGH,2026-02-19T16:00:00+00:00,2026-02-19T20:30:00+00:00,2026-02-19T17:30:00+00:00,M15,2026-02-19,2026-02,OTHER,SWEEP_EXTREME,SWEEP_EXTREME,LOW,5010.67,True,MID_VOLATILITY,charts/sample_254.svg,examples/sample_254.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-02-19T16:00:00+00:00,2026-02-19T20:30:00+00:00,M15_SWING_HIGH_SWEEP_VISUAL_CANDIDATE|LARGE_UPPER_WICK_REVERSAL_VISUAL_CANDIDATE|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_255,CANDIDATE_WINDOW_MODE,XAUUSD,LONG,MEDIUM,2026-03-18T11:30:00+00:00,2026-03-18T16:00:00+00:00,2026-03-18T13:00:00+00:00,M15,2026-03-18,2026-03,NEW_YORK,ROUND_LEVEL,ROUND_LEVEL,HIGH,4970.0,True,HIGH_VOLATILITY,charts/sample_255.svg,examples/sample_255.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-03-18T11:30:00+00:00,2026-03-18T16:00:00+00:00,M15_SWING_LOW_SWEEP_VISUAL_CANDIDATE|NUMBER_THEORY_LEVEL_NEAR|LARGE_LOWER_WICK_REVERSAL_VISUAL_CANDIDATE|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_256,CANDIDATE_WINDOW_MODE,XAUUSD,SHORT,MEDIUM,2026-03-18T17:00:00+00:00,2026-03-18T21:30:00+00:00,2026-03-18T18:30:00+00:00,M15,2026-03-18,2026-03,OTHER,SWEEP_EXTREME,SWEEP_EXTREME,LOW,4879.29,True,HIGH_VOLATILITY,charts/sample_256.svg,examples/sample_256.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-03-18T17:00:00+00:00,2026-03-18T21:30:00+00:00,LARGE_LOWER_WICK_REVERSAL_VISUAL_CANDIDATE|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_257,CANDIDATE_WINDOW_MODE,XAUUSD,UNKNOWN,UNKNOWN,2026-04-17T11:15:00+00:00,2026-04-17T15:45:00+00:00,2026-04-17T12:45:00+00:00,M15,2026-04-17,2026-04,NEW_YORK,ROUND_LEVEL,ROUND_LEVEL,HIGH,4790.0,True,HIGH_VOLATILITY,charts/sample_257.svg,examples/sample_257.html,REVIEWABLE_M1_M5,271,55,19,4,271,55,19,4,2026-04-17T11:15:00+00:00,2026-04-17T15:45:00+00:00,NUMBER_THEORY_LEVEL_NEAR|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_258,CANDIDATE_WINDOW_MODE,XAUUSD,SHORT,MEDIUM,2026-04-17T06:00:00+00:00,2026-04-17T10:30:00+00:00,2026-04-17T07:30:00+00:00,M15,2026-04-17,2026-04,LONDON,SWEEP_EXTREME,SWEEP_EXTREME,LOW,4796.72,True,HIGH_VOLATILITY,charts/sample_258.svg,examples/sample_258.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-04-17T06:00:00+00:00,2026-04-17T10:30:00+00:00,M15_SWING_HIGH_SWEEP_VISUAL_CANDIDATE|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
